year,month,product_category,base_price,discount_percent,discount_expense,final_price,marketing_spend,website_traffic,conversion_rate,customer_rating,competitor_price_index,logistics_cost,return_rate,festival_season,inventory_level,units_sold,revenue,revenue_growth_percent
2021,4,Grocery,4101.24,9.99,409.71,3691.53,191062.56,113885,7.93,2.99,0.89,39.68,2.72,0,398,5400,19934241.07,8.92
2021,4,Electronics,20866.89,27.18,5671.62,15195.27,278116.69,154190,4.31,4.31,0.81,133.05,11.56,0,4025,5728,87038502.54,10.93
2021,4,Grocery,1746.63,35.35,617.43,1129.2,59460.52,127484,5.8,4.35,1.04,413.03,10.32,1,1128,8041,9079867.41,19.9
2021,4,Electronics,1414.67,42.97,607.88,806.79,372096.37,152822,2.84,2.53,0.82,261.87,12.07,0,296,2196,1771702.72,15.51
2021,4,Grocery,6991.28,48.84,3414.54,3576.74,264521.56,75383,5.35,4.44,0.8,91.14,22.95,0,2950,3581,12808301.81,12.41
2021,4,Grocery,47020.96,35.11,16509.06,30511.9,323373.42,27592,2.86,3.79,0.99,295.59,15.58,0,4166,598,18246116.76,8.65
2021,4,Home,32431.67,6.01,1949.14,30482.53,337751.56,35018,6.09,3.8,0.89,230.64,1.33,0,3216,1620,49381693.15,10
2021,4,Grocery,13033.24,7.67,999.65,12033.59,481741.76,33314,6.78,2.86,1.11,151.12,3.29,0,668,1291,15535365.33,6.56
2021,4,Fashion,28619.1,31.94,9140.94,19478.16,109269.57,147236,7.96,3.03,0.83,178.92,24.82,1,4619,8877,172907621.5,14.15
2021,4,Home,22277.35,47.67,10619.61,11657.74,198682.04,41912,1.31,3.62,0.95,176.53,24.35,0,3306,397,4628121.69,16.67
2021,4,Beauty,15805.71,40.08,6334.93,9470.78,82471.41,14068,0.83,4.59,0.89,398.98,23.8,0,2998,107,1013373.61,14.88
2021,4,Grocery,48478.08,35.26,17093.37,31384.71,385176.06,143405,7.41,3.24,0.94,317.67,8.74,0,3970,6885,216083721.4,12.25
2021,4,Fashion,41114.57,23.91,9830.49,31284.08,165666.44,17802,0.6,4.04,0.82,474.3,9.84,1,444,107,3347396.17,18.74
2021,4,Fashion,15999.31,8,1279.94,14719.37,216923.39,114487,5.33,3.49,1.12,312.87,2.29,0,760,4259,62689776.39,14.48
2021,4,Grocery,6050.3,1.06,64.13,5986.17,274405.69,77848,3.91,2.63,1.1,295.2,12.9,0,236,1601,9583853.08,8.79
2021,4,Grocery,19222.61,18.43,3542.73,15679.88,61589.94,2611,2.15,4.35,0.95,327.94,17.21,1,904,61,956472.86,13.32
2021,4,Electronics,14175.65,40.57,5751.06,8424.59,29634.76,196874,4.33,4.49,0.97,293.1,24.97,0,339,7655,64490227.23,7.53
2021,4,Grocery,22118.01,21.15,4677.96,17440.05,441218.52,66869,7.33,4.96,0.98,203.73,2.83,1,1437,6077,105983189.2,15.03
2021,4,Beauty,39639.66,15.42,6112.44,33527.22,232070.77,170810,0.89,4.62,1.17,498.76,10.37,0,4277,1404,47072223.1,9.13
2021,4,Electronics,29391.88,34.18,10046.14,19345.74,226127.17,198043,4.15,3.79,1.01,395.35,10.78,0,1073,6229,120504585.9,9.39
2021,4,Grocery,25252.8,35.32,8919.29,16333.51,211779.42,167588,7.54,3.98,1.08,132.4,9.44,0,1900,10058,164282454,6.79
2021,4,Fashion,29797.72,52.25,15569.31,14228.41,136510.84,28663,1.27,3.34,0.86,35.61,21.29,0,3986,243,3457503.95,12.8
2021,4,Home,5874.47,33,1938.58,3935.89,388488.18,96131,3.92,2.92,0.97,175.46,9.1,0,1378,2200,8658968.78,7.28
2021,4,Home,202.63,36.84,74.65,127.98,257871.92,88081,1.62,4.45,1.08,404.89,3.05,0,673,1269,162408.03,12.36
2021,4,Electronics,4845.71,26.98,1307.37,3538.34,192459.65,24007,5.52,3.54,1.04,450.61,20.19,0,3326,938,3318960.52,9.28
2021,4,Electronics,29545.51,4.4,1300,28245.51,469747.24,30784,5.53,4.76,1.13,350.69,6.35,0,3193,1620,45757722.25,17.31
2021,4,Home,42346.64,17.51,7414.9,34931.74,270533.05,47051,3.54,3.78,0.83,257.57,14.66,0,4267,1259,43979064.86,8.4
2021,4,Home,2693.21,22.2,597.89,2095.32,341282.6,126664,3.67,4.57,0.95,333.68,9.93,1,1957,5310,11126135.29,16.58
2021,4,Home,43840.44,31.64,13871.12,29969.32,415829.17,40935,1.5,4.52,0.93,72.76,6.59,0,2112,555,16632975.26,11.79
2021,4,Home,15039.39,54.05,8128.79,6910.6,104252.21,33784,6.2,3.92,1.13,52.43,6.74,0,2737,1642,11347204.72,14.7
2021,4,Grocery,14958.13,57.29,8569.51,6388.62,34881.09,78838,6.56,2.68,0.9,455.8,7.48,0,269,2772,17709247.22,9.52
2021,4,Home,14702.92,51.19,7526.42,7176.5,109733.16,32688,7.18,3.45,1.2,324.09,4.68,0,943,1619,11618745.81,17.92
2021,4,Electronics,9478.58,3.85,364.93,9113.65,43249.5,10495,0.89,3.81,1.16,185.08,6.79,0,4782,71,647069.48,8.58
2021,4,Grocery,4098.07,11.51,471.69,3626.38,48302.4,94593,2.84,3.96,1.06,266.12,16.63,0,4083,2127,7713314.82,6.39
2021,4,Fashion,46278.18,9.04,4183.55,42094.63,57970.28,136915,2.84,2.66,0.98,206.67,6.87,0,3625,2068,87051700.07,9.93
2021,5,Fashion,48407.5,48.66,23555.09,24852.41,139007.77,117632,5.86,3.26,1.13,51.33,9.32,0,2389,4494,111686732.8,10.89
2021,5,Electronics,9717.06,22.33,2169.82,7547.24,334821.13,155672,1.64,4.9,0.87,20.12,6.58,0,1003,2501,18875648.5,10.24
2021,5,Beauty,44832.57,6.01,2694.44,42138.13,57928.17,42417,6.56,4.07,1.07,132.77,24.99,0,4546,2264,95400732.08,9.43
2021,5,Grocery,23197.96,13.91,3226.84,19971.12,66626.95,192541,2.79,3.94,0.89,238.58,11.05,0,911,4233,84537766.89,5.79
2021,5,Home,28082.55,37.82,10620.82,17461.73,419593.55,85480,2.57,2.62,1.04,475.96,6.1,1,2969,1438,25109967.15,16.77
2021,5,Beauty,46712.57,9.58,4475.06,42237.51,254765.6,188625,3.26,3.28,1.03,163.56,9.71,0,4433,4033,170343860.9,15.89
2021,5,Home,2543.65,58.02,1475.83,1067.82,338747.1,160697,4.93,2.74,0.96,227.71,13.96,1,3584,5426,5794014.49,15.51
2021,5,Electronics,40658.2,1.19,483.83,40174.37,244421.82,188550,5.88,3.01,1.18,208.98,2.24,0,1216,6674,268123728.2,10.6
2021,5,Home,48798.37,58.54,28566.57,20231.8,96656.7,148525,7.6,2.7,1.09,214.15,13.62,0,672,6095,123312846.6,5.57
2021,5,Fashion,3814.22,31.72,1209.87,2604.35,464227.48,199534,7.11,2.72,0.9,180.36,21.4,0,463,7717,20097764.44,16.22
2021,5,Home,26820.82,31.79,8526.34,18294.48,151211.62,31755,1.62,2.94,0.83,271.25,19.26,1,4712,378,6915313.94,14.48
2021,5,Fashion,22530.71,30.68,6912.42,15618.29,374627.19,55911,4.6,4.67,1,29.27,22.93,1,2637,3002,46886101.09,17.87
2021,5,Fashion,16413.94,13.19,2165,14248.94,76070.84,91688,3.33,2.54,0.94,37.22,1.49,0,4415,1551,22100107.98,11.83
2021,5,Beauty,13249.34,10.96,1452.13,11797.21,167411.22,108178,5.47,3.49,0.85,442.52,13.55,0,1051,4130,48722486.95,6.91
2021,5,Fashion,19698.55,42.3,8332.49,11366.06,32639.92,124611,1.76,2.76,1.06,433.97,21.25,0,832,1210,13752936.65,11.95
2021,5,Grocery,16843.92,12.84,2162.76,14681.16,440265.1,96833,0.63,4.89,0.89,328.09,23.93,0,2149,596,8749971.76,4.38
2021,5,Home,42002.52,30.76,12919.98,29082.54,416386.78,150090,2.21,4.22,1.09,408.91,19.93,1,3381,3499,101759824.4,15.87
2021,5,Home,40107.33,54.41,21822.4,18284.93,178597.65,63146,1.52,3.92,0.94,173.58,22.68,1,1678,940,17187835.84,13.52
2021,5,Electronics,11877.3,56.23,6678.61,5198.69,412155.33,147216,4.33,3.57,0.81,362.62,16.84,0,2024,4551,23659257.35,18.37
2021,5,Electronics,41696.91,18.01,7509.61,34187.3,77314.9,172317,5.23,3.65,0.83,175.11,10.27,0,1753,6578,224884036.4,10.41
2021,5,Beauty,19933.12,18.6,3707.56,16225.56,161063.85,131209,2.35,4.89,1.17,362.56,24.66,0,4872,3015,48920062.44,4.89
2021,5,Beauty,47556.88,1.21,575.44,46981.44,258105.65,193785,2.3,4.6,0.99,181.39,11.17,0,3080,4100,192623911.2,5.16
2021,5,Electronics,10963.56,28.46,3120.23,7843.33,24921.16,13054,2.99,2.96,0.85,241.31,4.38,0,485,231,1811809.42,7.34
2021,5,Fashion,17019.85,8.54,1453.5,15566.35,96685.55,174083,6.72,2.82,1.04,367.04,18.96,0,1456,6597,102691242.7,4.46
2021,5,Fashion,11823.13,45.51,5380.71,6442.42,331500.43,62407,5.58,3.21,0.89,27.81,7.73,0,780,2235,14398816.61,9.64
2021,5,Electronics,8699.74,45.33,3943.59,4756.15,295129.57,40437,0.98,2.74,0.92,249.27,17,0,4569,217,1032084.09,15.54
2021,5,Home,25791.02,24.05,6202.74,19588.28,418432.54,12683,3.06,4.01,0.93,385.2,20.73,0,364,311,6091954.98,13.82
2021,5,Electronics,45813.96,20.37,9332.3,36481.66,466562.96,195145,3.53,3.56,0.83,208.3,4.11,1,3639,6130,223632553.4,21.4
2021,5,Grocery,21365.12,49.27,10526.59,10838.53,385363.22,118537,5.56,3.32,0.99,357.24,7.79,0,1943,4376,47429387.05,17.53
2021,5,Fashion,10894.28,44.71,4870.83,6023.45,262571.44,42994,0.53,4.78,0.86,190.54,19.6,0,3842,217,1307088.09,11.52
2021,5,Grocery,5371.2,2.57,138.04,5233.16,277717.38,7088,3.78,3.05,1.02,122.29,23.84,1,1574,204,1067564.67,13.31
2021,5,Beauty,6533.69,26.18,1710.52,4823.17,157432.14,199974,5.06,3.26,1.04,497.05,8.62,1,4512,8246,39771859.47,11.83
2021,5,Grocery,17283.59,27.24,4708.05,12575.54,228744.1,161111,6.32,3.68,1.08,154.36,16.02,1,651,9367,117795084,15.07
2021,5,Electronics,24793.58,29.95,7425.68,17367.9,396420.32,59812,0.97,4.98,1.04,271.45,1.48,0,3714,577,10021279.91,9.77
2021,5,Beauty,36838.76,33.43,12315.2,24523.56,435081.12,122854,4.48,3.45,0.86,373.31,2.27,0,400,3797,93115966.93,14.01
2021,5,Beauty,10743.5,12.41,1333.27,9410.23,210349.75,196885,3.39,4.41,0.85,152.67,18.98,1,4963,7358,69240484.48,16.54
2021,5,Electronics,44774.32,58.44,26166.11,18608.21,306712.55,125766,3.94,3.4,1.08,55.32,8.01,0,1495,3369,62691050.7,19.61
2021,5,Fashion,30044.82,7.83,2352.51,27692.31,219867.82,186659,5.81,2.67,1.14,327.81,9.64,0,3903,5791,160366170.7,9.35
2021,5,Beauty,32497,0.5,162.49,32334.52,379866.27,197370,5.07,4.17,0.85,192.42,17.55,0,501,8345,269831527.7,3.53
2021,5,Home,21078.61,37.99,8007.76,13070.85,72510.77,102511,7.6,3.29,1.17,308.4,18.9,0,4485,5126,67001156.91,8.03
2021,5,Beauty,29233.32,9.03,2639.77,26593.55,111853.87,37088,5.8,3.3,1.04,151.63,14.47,0,4134,1419,37736249.16,8.24
2021,5,Grocery,36835,59.41,21883.67,14951.33,187597.89,136091,4.32,4.55,0.85,39.53,9.4,0,2033,5350,79989596.78,14.25
2021,5,Beauty,40728.69,36.22,14751.93,25976.76,393038.88,129623,4.18,3.35,1.09,183.95,24.06,0,1130,3630,94295633.29,8.19
2021,5,Grocery,11399.36,27.3,3112.03,8287.33,123819.02,80428,1.2,2.98,1.01,315.02,22.54,0,4471,575,4765217.46,6.04
2021,5,Grocery,35761.53,54.22,19389.9,16371.63,384915.81,49555,4.48,2.71,0.98,498.92,5.94,1,4756,1504,24622929.16,16.49
2021,5,Electronics,34381.06,13.98,4806.47,29574.59,132255.5,48285,7.68,3.14,0.87,290.72,2.62,0,2314,2328,68849640.43,6.71
2021,6,Electronics,26435.49,55.82,14756.29,11679.2,220317.17,181346,2.64,2.83,1.19,78.4,8.71,0,843,2709,31638951.4,12.26
2021,6,Fashion,10834.17,32.2,3488.6,7345.57,16633.7,92246,2.52,3.41,1.1,37.89,18.99,1,3248,1981,14551568.74,8.79
2021,6,Home,1166.18,51.78,603.85,562.33,170436.57,175067,6.96,2.6,1.16,130.66,17.34,0,2541,6336,3562935.53,10.18
2021,6,Home,16219.98,21.93,3557.04,12662.94,278722.92,78185,4.36,4.68,0.84,300.91,7.14,0,3417,3190,40394773.45,11.3
2021,6,Grocery,8276.73,27.62,2286.03,5990.7,208920.04,176455,6.62,4.06,1.04,418.81,5.16,1,2663,11856,71025705.69,16.58
2021,6,Fashion,39774.21,37.76,15018.74,24755.47,428391.38,165993,4.7,2.98,0.97,206.48,20.51,1,860,5812,143878781.8,25.1
2021,6,Home,6164.05,28.53,1758.6,4405.45,78399.86,149369,6.39,2.77,0.91,405.81,21.86,0,585,5287,23291595.83,7.58
2021,6,Beauty,26690.26,19.09,5095.17,21595.09,352507.66,184004,2.21,4.12,0.81,498.71,2.11,0,1172,3350,72343549.38,9.14
2021,6,Fashion,23565.04,46.86,11042.58,12522.46,435530.83,160720,4.17,4.75,1.1,294.84,7.95,1,3356,7958,99653754.63,20.95
2021,6,Beauty,33253.97,6.21,2065.07,31188.9,134915.87,192269,7,2.55,1.12,396.05,2.27,0,3448,6864,214080599.1,7.21
2021,6,Home,20032.86,42.83,8580.07,11452.79,238269.1,102728,1.46,4.3,1.08,172.8,14.85,0,299,1289,14762641.23,6.84
2021,6,Fashion,31314.81,52.27,16368.25,14946.56,343446.69,42384,6.45,3.89,1.12,325.39,20.64,0,50,2126,31776384.04,19.13
2021,6,Fashion,9106.29,45.11,4107.85,4998.44,444853.28,196649,0.59,4.95,1.1,423.97,20.85,0,1459,1148,5738212.08,14.42
2021,6,Fashion,34701.5,14.72,5108.06,29593.44,146029.77,82876,6.33,3.05,1.05,360.27,8.05,1,594,4000,118373756.8,15.04
2021,6,Fashion,42071.1,6.97,2932.36,39138.74,399307.57,176965,3.48,4.93,0.86,79.67,7.55,0,4646,6072,237650455.6,8
2021,6,Beauty,49279.1,14.54,7165.18,42113.92,46911.56,68827,3.39,4.38,0.97,253.07,23.07,0,3408,2043,86038736.23,7.73
2021,6,Beauty,22891.91,57.98,13272.73,9619.18,314156.52,18171,2.59,4.49,0.84,315.73,16.99,0,2463,422,4059294.21,13.6
2021,6,Home,1793.32,37.33,669.45,1123.87,158081.77,56595,7.82,4.31,0.84,353.48,6,0,4566,3814,4286454.08,11.51
2021,6,Grocery,36497.75,55.75,20347.5,16150.25,216570.48,134838,5.82,4.22,0.95,431.55,1.77,0,1267,6623,106963134.7,14.01
2021,6,Home,10634.06,55.6,5912.54,4721.52,458267.22,16565,1.42,3.97,1.07,400.08,6.58,0,3577,186,878203.21,14.21
2021,6,Beauty,6540.13,1.39,90.91,6449.22,328448.8,143838,5.8,3.8,0.89,323.83,14.12,0,1003,6340,40888068.7,14.66
2021,6,Grocery,40108.3,59.29,23780.21,16328.09,115631.88,180751,5.81,4.31,1.18,31.11,17.55,1,1791,11315,184752326.2,18.05
2021,6,Grocery,15826.35,59.77,9459.41,6366.94,97653.41,178813,1,4.47,0.96,67.35,3.44,0,2085,1598,10174371.09,10.49
2021,6,Beauty,29320.89,59.36,17404.88,11916.01,448041.21,154223,5.27,4.06,1.1,396.93,19.42,0,518,6599,78633747.98,14.12
2021,6,Fashion,35658,56.58,20175.3,15482.7,440888.31,29401,5.62,2.9,1.04,224.83,22.1,0,2235,958,14832430.05,15.12
2021,6,Home,6507.46,19.49,1268.3,5239.16,50825.15,121327,7.18,4,1.18,302.04,24.59,1,1810,8711,45638288.32,10.86
2021,6,Electronics,33929.74,50.11,17002.19,16927.55,81047.6,84606,7.27,3.35,1.11,453.43,1.49,1,3934,5151,87193796.07,14.88
2021,6,Home,22175.46,56.84,12604.53,9570.93,39505.33,88193,0.83,4.04,0.94,347.09,13.58,1,2927,739,7072916.19,19.42
2021,6,Fashion,10216.6,3.07,313.65,9902.95,328514.75,86030,7.97,4.61,0.89,153.03,21.72,0,177,6321,62596549.35,9.41
2021,6,Home,9095.72,57.26,5208.21,3887.51,77205.22,196638,6.52,3.75,1.11,372.03,24.21,1,155,12019,46723991.44,15.98
2021,6,Fashion,22718.71,5.93,1347.22,21371.49,116256.32,166905,3.29,4.06,1.16,67.82,24.58,0,3903,4458,95274104.64,4.27
2021,6,Fashion,2588.3,18.32,474.18,2114.12,315998.33,13094,4.25,2.62,1.06,290.4,1.29,0,617,291,615209.92,12.33
2021,6,Beauty,32213.1,25.42,8188.57,24024.53,101539.96,193558,1.72,3.06,0.95,341.69,18.05,0,329,2037,48937967.57,9.72
2021,6,Fashion,24366.98,48.5,11817.99,12548.99,228351.58,4770,4.98,3.38,0.9,415.15,22.6,0,2081,160,2007839.15,9.76
2021,6,Fashion,35764.83,50.19,17950.37,17814.46,130507.14,72123,7.28,3.52,0.93,243.8,21.78,0,1655,3696,65842250.9,13.56
2021,6,Home,34435.75,21.09,7262.5,27173.25,390551.86,97847,1.73,3.72,1.09,178.39,18.21,0,1158,1259,34211122.16,8.81
2021,6,Grocery,11806.05,1.5,177.09,11628.96,270288.32,48201,2.03,3.95,0.85,334.71,8.28,1,2026,966,11233574.64,11.44
2021,6,Home,34400.43,25.1,8634.51,25765.92,64321.13,136921,1.8,3.09,0.99,56.71,1.69,0,4342,1523,39241499.31,6.03
2021,6,Beauty,22567.58,6.01,1356.31,21211.27,170460.37,98464,1.25,4.54,1,227.96,21.48,0,642,1117,23692986.85,5.27
2021,6,Beauty,7355.64,18.57,1365.94,5989.7,96859.43,152598,0.53,4.35,1.13,427.85,5.29,0,3263,703,4210757.45,11.82
2021,6,Home,12753.08,18.41,2347.84,10405.24,84476.12,184635,7.37,2.74,0.92,40.93,3.25,0,1026,7456,77581454.32,11.24
2021,6,Electronics,20048.25,0.61,122.29,19925.96,103665.31,95673,7.88,4.97,1.12,121.9,1.25,0,994,7493,149305185.9,7.63
2021,6,Grocery,44698.02,24.96,11156.63,33541.39,420246.13,70579,6,3.26,0.84,403.45,17.53,0,3200,2761,92607789.41,10.17
2021,6,Home,43206.13,14.38,6213.04,36993.09,66589.57,156812,7.32,4.16,1.02,468.05,17.76,0,3491,9550,353283995.2,8.09
2021,6,Grocery,27805.27,51.64,14358.64,13446.63,281614.53,66729,1.96,4.9,1.15,357.9,20.97,0,4634,1281,17225131.2,9.08
2021,6,Fashion,37090.84,52.52,19480.11,17610.73,263878.72,198243,4.8,3.87,1.06,91.97,12.04,1,261,9206,162124388,14.98
2021,6,Home,36749.23,28.43,10447.81,26301.42,350969.19,161045,2.83,4.6,0.94,450.29,2.8,1,341,5241,137845762.7,12.75
2021,6,Grocery,47292.36,18.93,8952.44,38339.92,320264.99,89148,1.95,4.62,1.03,246.24,12.12,0,1908,1606,61573905.5,8.96
2021,6,Electronics,4832.91,4.52,218.45,4614.46,433591.53,86054,6.37,3.05,1.04,160.43,22.68,0,1131,3343,15426148.03,6.42
2021,6,Beauty,37452.13,54.62,20456.35,16995.78,328650,125361,6.28,4.66,1.11,50.98,18.61,0,157,7337,124698012.9,9.4
2021,6,Electronics,36324.4,58.2,21140.8,15183.6,295124.72,14805,5.88,3.57,0.81,285.31,14.74,0,4616,621,9429015.1,14.32
2021,6,Home,39083.12,3.01,1176.4,37906.72,97466.42,90086,3.95,2.53,0.85,131.54,18.8,0,4806,1800,68232092.56,0.62
2021,6,Home,34408.99,44.62,15353.29,19055.7,313300.47,75500,7.4,2.8,0.97,180.98,24.46,0,4317,3128,59606225.41,16.76
2021,6,Beauty,8725,49.97,4359.88,4365.12,431841.09,183636,4.36,2.63,0.95,44.25,20.39,0,3962,4211,18381509.79,12.11
2021,6,Beauty,44223.09,17.54,7756.73,36466.36,308784.71,100332,3.4,3.11,0.86,346.39,19.44,0,1082,2121,77345149.59,5.13
2021,6,Home,5546.58,6.05,335.57,5211.01,337009.24,196680,4.87,4.92,0.99,187.7,3.15,0,4573,9425,49113787.25,9.3
2021,6,Grocery,31117.47,43.49,13532.99,17584.48,259916.29,144398,0.84,3.43,0.81,80.01,9.52,0,405,832,14630289.27,2.96
2021,6,Beauty,12899.18,36.2,4669.5,8229.68,59264.37,8782,2.74,2.8,1.13,143.73,4.57,0,4146,134,1102776.7,7.76
2021,6,Electronics,25513.92,43.73,11157.24,14356.68,410913.77,98972,7.1,3.79,1.16,270.27,16.48,0,1829,5326,76463692.51,12.77
2021,6,Fashion,49758.94,55.47,27601.28,22157.66,323157.24,150769,6.14,3.09,1.15,349.97,17.7,0,2254,5720,126741792.2,18.18
2021,7,Electronics,16138.97,49.86,8046.89,8092.08,444209.05,21519,1.92,4.71,0.86,324.68,4.4,0,4038,389,3147818.95,18.95
2021,7,Electronics,2132.88,38.06,811.77,1321.11,365288.65,27469,6.48,3.34,1,122.76,2.21,1,899,1486,1963163.33,13.47
2021,7,Home,22541.9,17.49,3942.58,18599.32,224851.38,92054,7.68,3.06,1.05,180.31,17.27,0,1274,4326,80460665.63,15.12
2021,7,Grocery,12388.3,30.71,3804.45,8583.85,454975.27,31384,3.15,3.67,0.98,379.81,17.02,0,4064,725,6223293.48,8.75
2021,7,Home,6948.74,10.33,717.8,6230.94,257011.28,31448,6.17,2.53,1.08,459.21,9.53,0,764,981,6112547.39,11.09
2021,7,Fashion,48917.62,58.7,28714.64,20202.98,113867.49,121639,2.48,4.28,1.03,209.86,15.55,1,812,3227,65195006.97,22.66
2021,7,Electronics,26424.43,16.88,4460.44,21963.99,232495.57,150385,7.68,3.54,0.99,355.98,20.65,0,1940,8177,179599515.3,8.74
2021,7,Fashion,32035.29,41.62,13333.09,18702.2,192195.05,142316,4.99,3.25,0.88,337.34,24.11,0,745,4616,86329365.83,14.71
2021,7,Electronics,12949.85,40.62,5260.23,7689.62,290233.56,132607,6.24,3.4,1.01,345.25,1.69,0,2793,5626,43261807.35,11.81
2021,7,Beauty,19985.11,0.54,107.92,19877.19,87874.36,183992,2.46,3.14,1.13,112.77,13.04,0,1135,2842,56490975.13,13.77
2021,7,Electronics,2524.9,24.57,620.37,1904.53,340876.93,140374,2.16,2.9,1.14,309.91,14.81,0,3870,1758,3348167.38,9.05
2021,7,Grocery,33166.1,34.54,11455.57,21710.53,406587.98,176721,2.7,3.66,0.87,202.27,16.32,0,2331,3492,75813167.48,14.12
2021,7,Grocery,6183.93,33.23,2054.92,4129.01,384522.28,100067,4.3,4.66,0.89,440.82,18.84,0,1135,4010,16557330.34,16.97
2021,7,Beauty,8998.78,12.5,1124.85,7873.93,103208.36,75426,5.51,4.12,0.82,375.64,17.06,1,2471,4280,33700431.1,12.18
2021,7,Fashion,16162.7,55.74,9009.09,7153.61,59380.58,78303,1.27,4.32,1.01,133.9,19.97,1,848,1074,7682978.24,18.58
2021,7,Home,14015.85,8.35,1170.32,12845.53,438794.3,58907,2.45,4.18,0.87,54.51,14.75,0,4332,1206,15491704.99,5.91
2021,7,Beauty,17248.24,5.95,1026.27,16221.97,431474.32,36655,5.18,2.72,0.87,48.73,5.97,1,2187,1291,20942562.91,17.15
2021,7,Grocery,28155.52,12.9,3632.06,24523.46,17850.7,24997,6.19,2.52,0.97,113.58,5.87,0,3782,779,19103773.72,10.84
2021,7,Home,8363.8,46.63,3900.04,4463.76,45030.52,191623,1.21,4.77,1.14,38.78,3.28,0,3714,2211,9869373.49,12.12
2021,7,Grocery,23276.87,27.09,6305.7,16971.17,51991.34,118278,6.86,4.6,1.01,113.52,6.39,0,1849,7464,126672782.4,7.98
2021,7,Electronics,9086.84,19.49,1771.03,7315.81,126997.64,51502,4.35,3.36,1,285.16,3.43,1,2721,1881,13761047.8,12.97
2021,7,Electronics,29345.99,11.89,3489.24,25856.75,382873.72,73964,0.85,2.69,1.2,216.45,19.48,0,4613,338,8739582.1,6.08
2021,7,Beauty,47442.97,51.67,24513.78,22929.19,259591.61,25419,3.57,4.73,0.93,100.15,13.66,0,349,858,19673242.79,12.74
2021,7,Electronics,36689.63,22.1,8108.41,28581.22,176961.69,164843,1.38,3.57,1.01,65.23,6.56,1,4940,2030,58019880.19,15.26
2021,7,Fashion,22149.6,43.88,9719.24,12430.36,345988.91,84521,7.43,3.11,1.03,120.99,5.34,0,1359,3906,48552968.66,15.14
2021,7,Grocery,32816.07,38.05,12486.51,20329.56,181342.89,40566,5.19,2.93,0.8,34.6,21.04,1,2395,1542,31348174.37,13.92
2021,7,Fashion,44910.23,54.91,24660.21,20250.02,261501.55,56041,7.63,3.81,1.06,493.13,13.48,0,3589,3258,65974573.98,13.84
2021,7,Fashion,7802.38,16.77,1308.46,6493.92,91850.21,118957,1.73,4.42,1.19,310.18,4.4,0,270,1819,11812442.07,6.79
2021,7,Grocery,3910.62,26.42,1033.19,2877.43,390017.01,182393,3.47,4.83,0.99,327.12,21.12,0,4487,6113,17589755.24,12.47
2021,7,Grocery,34721.84,19.08,6624.93,28096.91,11258.09,117254,4.7,4.99,1.1,266.44,21.22,0,1177,5499,154504924.2,7.56
2021,7,Fashion,24850.14,56.83,14122.33,10727.81,44516.38,142755,4.64,3.37,0.86,447.54,10.85,0,4216,4464,47888923.48,10.42
2021,7,Beauty,19529.03,27.01,5274.79,14254.24,413394.26,125098,6.89,4.45,1.07,326.16,13.83,0,2742,7671,109344267.4,8.27
2021,7,Beauty,49781.09,40.33,20076.71,29704.38,492791.51,161135,3.38,3.21,1.1,200.97,3.23,1,681,4370,129808124.9,17.13
2021,7,Electronics,27869.73,23.92,6666.44,21203.29,225420.91,45390,7.97,2.59,1.08,161.34,18.39,0,4538,1873,39713763.26,11.31
2021,7,Electronics,1320.72,45.39,599.47,721.25,177131.19,46640,2.52,3.41,0.94,206.49,13.84,0,3591,801,577717.4,14.01
2021,7,Electronics,23643.97,35.65,8429.08,15214.89,434365.04,187283,6.03,4.37,1.14,75.63,16.68,1,3241,12337,187706155.9,16.09
2021,7,Home,45380.71,17.66,8014.23,37366.48,280073.25,145126,2.19,3.79,1.2,198.91,20.31,0,368,2409,90015842.16,4.19
2021,7,Home,13995.87,45.63,6386.32,7609.55,169718.04,196151,0.66,4.44,0.99,152.54,1.49,0,4429,1149,8743378.14,16.67
2021,7,Fashion,29357.2,27.83,8170.11,21187.09,88210.76,53784,5.55,4.45,0.81,124.59,21.69,0,1973,2656,56272914.33,5.06
2021,7,Home,8969.25,42.61,3821.8,5147.45,484818.41,92123,0.68,3.11,0.88,358.68,11.08,0,1024,389,2002359.05,12.31
2021,7,Home,44952.22,14.92,6706.87,38245.35,205565.14,24471,5.27,3.32,0.87,76.2,24.27,0,3314,856,32738018.55,15.17
2021,7,Fashion,5163.26,23.88,1232.99,3930.27,460664.94,160749,1.79,4.13,0.88,308.1,22.87,0,2048,2376,9338329.86,12.49
2021,7,Home,38891.93,36.2,14078.88,24813.05,274229.72,42607,5.21,3.24,1.15,330.24,4.31,0,4409,1438,35681167.83,12.64
2021,7,Home,45696.18,39.26,17940.32,27755.86,252336.77,29370,3.69,3.13,0.92,499.01,24.75,0,329,678,18818472.9,11.89
2021,7,Electronics,15417.71,58.45,9011.65,6406.06,387703.64,145137,2.23,4.85,0.83,33.4,22.91,0,3707,3139,20108617.65,14.2
2021,7,Electronics,22915.14,43.59,9988.71,12926.43,359903.57,66896,6.39,3.06,1.04,368.82,10.95,1,3871,3270,42269427.65,17.03
2021,7,Electronics,37796.02,12.66,4784.98,33011.04,63982.74,115082,4.96,2.86,1.15,424.59,16.92,0,3513,3265,107781058.2,7.92
